1.016000000000000014e+01 6.999999999999999556e-01 3.194800000000000182e+02
1.016000000000000014e+01 4.000000000000000222e-01 4.735000000000000142e+01
1.016000000000000014e+01 5.000000000000000000e-01 2.079900000000000091e+02
1.016000000000000014e+01 9.699999999999999734e-01 1.170000000000000000e+02
1.016000000000000014e+01 8.000000000000000444e-01 1.604499999999999886e+02
1.016000000000000014e+01 4.000000000000000222e-01 1.990000000000000000e+02
1.016000000000000014e+01 9.699999999999999734e-01 8.171999999999999886e+01
1.016000000000000014e+01 5.999999999999999778e-01 2.159499999999999886e+02
1.016000000000000014e+01 9.699999999999999734e-01 3.985999999999999943e+01
1.016000000000000014e+01 4.000000000000000222e-01 9.707999999999999829e+01
1.016000000000000014e+01 8.000000000000000444e-01 3.817999999999999972e+01
1.016000000000000014e+01 4.000000000000000222e-01 2.849300000000000068e+02
1.016000000000000014e+01 5.999999999999999778e-01 3.091899999999999977e+02
1.016000000000000014e+01 8.000000000000000444e-01 3.289100000000000250e+02
1.016000000000000014e+01 9.699999999999999734e-01 5.707000000000000028e+01
1.016000000000000014e+01 9.000000000000000222e-01 1.150400000000000063e+02
1.016000000000000014e+01 2.999999999999999889e-01 2.699599999999999795e+02
1.016000000000000014e+01 6.999999999999999556e-01 2.231399999999999864e+02
1.016000000000000014e+01 2.999999999999999889e-01 9.196999999999999886e+01
1.016000000000000014e+01 6.999999999999999556e-01 1.558499999999999943e+02
1.016000000000000014e+01 2.999999999999999889e-01 1.316899999999999977e+02
1.016000000000000014e+01 5.999999999999999778e-01 5.139000000000000057e+01
1.016000000000000014e+01 6.999999999999999556e-01 3.707999999999999829e+01
1.016000000000000014e+01 2.999999999999999889e-01 1.885500000000000114e+02
1.016000000000000014e+01 6.999999999999999556e-01 1.088499999999999943e+02
1.016000000000000014e+01 4.000000000000000222e-01 3.307000000000000028e+01
1.016000000000000014e+01 5.000000000000000000e-01 7.085999999999999943e+01
1.016000000000000014e+01 5.000000000000000000e-01 4.949000000000000199e+01
1.016000000000000014e+01 8.000000000000000444e-01 2.297199999999999989e+02
1.016000000000000014e+01 4.000000000000000222e-01 6.779999999999999716e+01
1.016000000000000014e+01 9.000000000000000222e-01 8.034999999999999432e+01
1.016000000000000014e+01 5.000000000000000000e-01 2.978000000000000114e+02
1.016000000000000014e+01 6.999999999999999556e-01 7.601999999999999602e+01
1.016000000000000014e+01 5.999999999999999778e-01 3.589000000000000057e+01
1.016000000000000014e+01 4.000000000000000222e-01 1.389900000000000091e+02
1.016000000000000014e+01 9.699999999999999734e-01 3.434100000000000250e+02
1.016000000000000014e+01 8.000000000000000444e-01 5.465999999999999659e+01
1.016000000000000014e+01 5.000000000000000000e-01 1.014599999999999937e+02
1.016000000000000014e+01 9.000000000000000222e-01 1.647100000000000080e+02
1.016000000000000014e+01 8.000000000000000444e-01 1.120600000000000023e+02
1.016000000000000014e+01 9.699999999999999734e-01 2.398499999999999943e+02
1.016000000000000014e+01 9.699999999999999734e-01 1.675200000000000102e+02
1.016000000000000014e+01 9.000000000000000222e-01 5.611999999999999744e+01
1.016000000000000014e+01 9.000000000000000222e-01 2.358199999999999932e+02
1.016000000000000014e+01 5.999999999999999778e-01 7.356999999999999318e+01
1.016000000000000014e+01 5.000000000000000000e-01 3.457000000000000028e+01
1.016000000000000014e+01 9.000000000000000222e-01 3.376499999999999773e+02
1.016000000000000014e+01 5.999999999999999778e-01 1.053400000000000034e+02
1.016000000000000014e+01 5.999999999999999778e-01 1.508300000000000125e+02
1.016000000000000014e+01 5.000000000000000000e-01 1.452700000000000102e+02
1.016000000000000014e+01 9.000000000000000222e-01 3.918999999999999773e+01
1.016000000000000014e+01 6.999999999999999556e-01 5.310000000000000142e+01
1.016000000000000014e+01 8.000000000000000444e-01 7.826999999999999602e+01
